id,period_x,duration,depth,period_y,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC
7837302,30343.97435074347,28512.0,4.532195620048374e-05,23.8371361,0.0001005,54982.935571,0.03967,0.06,77.4028,9.2884,13.722,-1.0,True
7837526,31184.834628647975,28512.0,2.8316351254344453e-05,28.2972104,0.0001293,54970.233934,0.025733,0.03,77.4126,9.2421,12.796,6065.0,False
7838639,182628.8178636484,12960.0,0.0064130706989553,4.2263951,8.5e-06,54965.330223,0.022194,0.27,77.5099,9.0482,13.774,5959.0,False
7838906,485045.40807955875,8640.0,0.0019239631263562,5.6149488,1.26e-05,54954.608354,0.023648,0.19,77.5901,9.0331,11.925,-1.0,False
7839027,31169.6210230429,21600.0,0.0669931319790536,0.7206929,7e-07,54964.819304,0.043588,0.88,77.5564,8.9873,13.842,7500.0,False
7842610,83987.54499644427,4320.0,0.0024581450519819,1.9438654,2.8e-06,54964.90968,0.013799,0.38,77.9022,8.4494,15.289,5375.0,False
7846730,951456.7320262719,28512.0,0.0125754148933509,11.0282266,3.32e-05,54958.938351,0.050848,0.21,78.2296,7.8336,12.956,-1.0,True
7847927,30549.875893662836,28512.0,0.0001590622010912,70.3762675,0.000471,54984.227585,0.040604,0.01,78.3234,7.6553,15.108,5308.0,False
7866921,30516.145041854368,28512.0,0.0001643687522594,91.499889,0.0006935,55107.269208,0.1219,0.05,72.5152,20.4005,14.801,5019.0,False
7871200,31446.276634124413,28512.0,0.147317257676469,0.2429038,1e-07,54953.67732,0.013169,0.75,73.2458,18.4483,12.799,4644.0,False
7877062,30598.147037426454,28512.0,0.0678549248483005,0.3036515,2e-07,54964.778743,0.017254,0.82,74.0539,16.2785,13.827,5484.0,False
7878402,32303.449683591574,28512.0,0.2529741557158475,0.3743508,3e-07,54964.735173,0.019745,0.74,74.2842,15.8272,13.388,5415.0,True
7879399,33952.06016211969,28512.0,0.1761387769789466,0.392697,3e-07,55075.819465,0.0201,0.74,74.4049,15.4577,12.597,5321.0,False
7881722,82377.0023481903,28512.0,0.010430664190963,0.9532893,2.4e-06,54954.118369,-1.0,-1.0,74.8382,14.7327,13.585,7762.0,False
7884426,38426.89189016095,28512.0,0.0229022004041657,0.2967316,2e-07,54964.67495,0.016277,0.95,75.213,13.8958,15.113,5285.0,False
7884842,56563.212836012826,28512.0,0.0050620320101395,1.3145477,1.5e-06,54954.893014,0.082356,0.78,75.2035,13.7648,9.601,9126.0,False
7885570,74697.11385742258,17280.0,0.0810715261464524,1.7293366,2.3e-06,54955.158437,0.03908,0.58,75.316,13.5927,11.679,5398.0,True
7886329,49031.3030336424,4320.0,0.0045648751276702,0.5674939,5e-07,54953.641411,0.009722,0.53,75.4049,13.4252,13.205,6079.0,False
7887124,30317.867199092016,28512.0,2.4586669155118267e-05,32.4864272,0.000154,54950.479755,1.012765,-1.0,75.446,13.2449,12.422,6388.0,False
7889628,59148.98130400494,8640.0,0.0078852569514107,0.3423961,2e-07,54964.7903,0.019569,0.93,75.7091,12.6967,15.081,5746.0,False
7897952,30793.781832915294,28512.0,1.9188230840932205e-05,66.9916393,0.0004415,54982.830888,-1.0,-1.0,76.6894,10.8441,12.085,-1.0,False
7906882,30763.473130870083,28512.0,5.3865476751678026e-05,52.513565,0.0003133,55004.676271,0.025185,0.01,77.5967,9.1568,13.579,5360.0,True
7907688,30945.416867286378,28512.0,8.203377846948269e-05,4.3448368,8.8e-06,55000.020979,-1.0,-1.0,77.6694,9.0209,14.754,6121.0,False
7914906,31777.010739988025,28512.0,0.0018831523543417,8.7529074,2.4e-05,54962.971405,-1.0,-1.0,78.3339,7.927,11.961,6952.0,True
7918172,31941.009920533932,28512.0,6.86714721962304e-05,191.8066401,0.001923,55059.791351,0.163767,0.01,78.6386,7.4531,14.339,5009.0,False
7918217,31574.257593531245,28512.0,2.4049520668442476e-05,63.9297986,0.0003896,55123.743476,-1.0,-1.0,78.6444,7.449,10.88,-1.0,False
7919653,181938.62741037164,17280.0,0.0186696117759246,4.2104773,8.4e-06,54965.674654,0.032379,0.38,78.7102,7.2054,13.796,5679.0,False
7936219,33309.49542662149,28512.0,0.0649542195385129,0.3855983,3e-07,54964.800549,0.022761,0.95,72.6927,20.0764,15.397,6005.0,False
7938468,624613.186085949,28512.0,0.5917295402055395,7.2269508,1.81e-05,54969.160851,0.141196,0.55,73.1015,18.9947,13.27,5899.0,False
7938870,50185.11648088759,8640.0,0.2451374926390455,0.5807261,5e-07,54953.693993,0.023731,0.62,73.1417,18.8241,12.295,6651.0,True
7940533,337455.4063888593,17280.0,0.0650313736634434,3.9055972,7.5e-06,54954.622194,0.048829,0.44,73.4106,18.2379,12.862,5326.0,True
7941050,38610.932649807546,28512.0,0.0364546907850952,0.2979811,2e-07,54964.782894,0.018792,0.86,73.5165,18.1038,14.981,5069.0,False
7941635,65894.3717659401,4320.0,0.0083223338963481,0.7627242,7e-07,54965.413382,0.013367,0.52,73.5379,17.8946,14.5,5131.0,False
7943535,408041.1227098156,4320.0,0.0033627474924777,4.719339,9.8e-06,54957.075209,0.018836,0.15,73.8453,17.2391,12.672,6516.0,True
7943602,39671.14455019161,28512.0,0.000928609873177,14.6920163,5.06e-05,54967.665197,0.147125,0.46,73.8403,17.2133,13.988,4889.0,False
7947631,108702.29140236259,8640.0,0.0020822170096156,2.5165557,4e-06,54966.96066,0.012985,0.26,74.488,15.7734,15.179,4823.0,False
7950775,774730.4997006552,12960.0,0.0081144861848788,8.9666113,2.49e-05,54962.607133,0.02549,0.12,74.9156,14.7255,13.478,6222.0,False
7950962,28790.04450800687,28512.0,0.0001959974144841,0.8269566,8e-07,54953.819202,0.051406,0.92,74.8881,14.6462,10.678,6800.0,True
7950964,35619.994621453836,21600.0,0.3538210325273564,0.8269566,8e-07,55001.780307,0.155697,0.94,74.8887,14.6458,13.403,5690.0,False
7953796,41146.59705661961,4320.0,0.0248008526876947,0.3175482,2e-07,54964.843665,0.017543,0.94,75.2931,13.8434,15.779,5582.0,False
7955301,30713.425539503634,28512.0,8.881077573790661e-05,15.3244193,5.37e-05,54968.272901,0.420237,0.33,75.4476,13.4825,12.672,4821.0,True
7960547,291997.2418000127,8640.0,0.0067605883099776,6.7673409,1.67e-05,54968.264782,0.027664,0.17,76.0607,12.3221,14.143,5669.0,False
7967100,83734.0873750002,28512.0,0.0024578402449488,1.9272951,2.7e-06,54965.366145,0.014948,0.49,76.7739,10.8241,13.943,5806.0,False
7968880,76700.9312266768,28512.0,0.0020725913975117,1.773919,2.4e-06,54965.165152,0.092968,0.93,77.0056,10.4701,13.976,6573.0,False
7970629,88600.68943353709,8640.0,0.0826979957729353,2.0510691,3e-06,54966.523747,0.021798,0.47,77.2071,10.1311,14.541,6040.0,False
7970760,330312.50148999697,21600.0,0.0074388251834201,7.649413,1.97e-05,54957.45687,0.042263,0.25,77.1708,10.0779,13.398,6172.0,False
7971389,31074.561628847063,28512.0,8.535832649278339e-05,26.3496135,0.0001163,54969.462453,0.021616,0.03,77.2653,9.9717,14.098,5791.0,False
7972785,30463.343015347582,28512.0,0.0001081267410737,7.3007334,1.87e-05,54966.565917,0.047634,0.25,77.4197,9.7148,14.933,6134.0,True
7973882,59898.89515783768,8640.0,0.0023835354979498,0.3466342,2e-07,54964.606433,0.023683,0.92,77.4912,9.496,15.208,5314.0,False
7975727,30305.973678314513,28512.0,7.401181249901175e-05,22.418315,9.2e-05,54983.378958,0.038808,0.07,77.6708,9.1488,14.479,5153.0,False
7975824,29063.524334274352,28512.0,9.43304764246586e-05,0.4037503,3e-07,55000.053919,0.006815,0.75,77.7562,9.1713,14.655,-1.0,True
7976783,52163.03703502999,28512.0,0.0030926240628333,1.2088516,1.4e-06,54954.260728,0.070904,0.99,77.8217,8.9991,11.99,7937.0,False
7977261,40017.77202707839,28512.0,0.0424933595070303,0.9258122,9e-07,54954.341041,0.054685,0.91,77.8743,8.9317,13.146,6146.0,False
7985167,59792.64684641233,8640.0,0.0285140046096604,1.384478,1.7e-06,54954.200481,0.018249,0.47,78.5821,7.7498,12.958,5923.0,True
7987749,730345.9386684932,4320.0,0.0028527688501987,17.030854,6.29e-05,54978.541993,0.027241,0.06,78.7821,7.3457,14.461,5349.0,False
8004839,59385.96430389606,8640.0,0.0099456363119883,0.3437639,2e-07,54964.956346,0.01923,0.96,72.8286,20.2233,15.129,5660.0,False
8005892,31336.11720199473,28512.0,8.482464737451856e-05,958.0,-1.0,55465.355657,0.034009,0.0,73.0011,19.7049,13.706,5059.0,False
8008128,641255.1426232241,17280.0,0.0017004018493723,14.8544154,5.14e-05,54969.559016,0.035405,0.09,73.3814,18.7203,14.558,5956.0,False
8009500,30324.9420484827,28512.0,0.0001328083478234,38.4766387,0.0002024,54983.575135,0.032318,0.02,73.5898,18.1975,14.579,5142.0,False
8012437,176535.24914727316,28512.0,0.0002876098359381,8.1501539,2.16e-05,54999.075054,0.403876,0.98,-1.0,-1.0,-1.0,-1.0,False
8013439,30510.268051770578,28512.0,1.6261752382266013e-05,8.2562148,2.19e-05,54970.927994,0.016775,0.1,74.0723,16.8436,10.421,-1.0,True
8016214,137208.01577789686,17280.0,0.1847319939928537,3.1749714,5.6e-06,54966.725645,0.048694,0.53,74.5363,15.8468,14.364,5657.0,True
8019043,85923.0211635714,28512.0,0.0021444998390231,1.9855864,2.8e-06,54954.018799,0.016237,0.34,74.9519,14.9271,11.427,6396.0,True
8022489,30633.489724879568,28512.0,4.3549584412246114e-05,197.511121,0.001923,55105.403908,0.086785,0.01,75.376,13.8755,13.349,5687.0,True
8023317,716170.9003699152,17280.0,0.000782681671531,16.5790023,5.99e-05,54979.733478,0.052909,0.13,75.4709,13.6645,12.887,5625.0,True
8027591,30499.36911182429,28512.0,1.9046680130942383e-05,24.2744321,0.0001029,54994.397704,-1.0,-1.0,75.9531,12.7733,11.42,-1.0,False
8039225,77688.49550266517,28512.0,0.032854790328161,1.7941273,2.4e-06,54955.658364,0.098552,0.95,77.2665,10.2291,13.191,6426.0,False
8043961,67342.54285448979,17280.0,0.1434473563522526,1.5592121,2e-06,54954.555903,0.042481,0.63,77.7299,9.3198,10.736,6348.0,True
8044608,30773.253141342288,28512.0,5.182294230617864e-05,106.1759375,0.0008402,55067.640223,0.063221,0.01,77.7758,9.2024,13.742,5788.0,False
8045121,34111.12343554782,28512.0,0.0023319917827331,0.2631774,1e-07,54953.761215,0.014854,1.0,77.8672,9.1406,11.971,6990.0,False
8052474,30752.170836572634,28512.0,3.5319963169128694e-05,245.44,0.0027943,54948.892103,0.089589,0.0,78.4802,8.0389,12.777,-1.0,False
8053107,33528.63907304753,28512.0,0.125388544333725,0.3888709,3e-07,54964.719712,0.023184,0.82,78.5648,7.9514,13.659,6080.0,False
8054233,41633.341334492616,28512.0,0.0001123416097806,1058.0,-1.0,54751.806288,0.968052,0.03,78.6142,7.7321,11.783,4733.0,False
8059303,32288.068660034816,28512.0,0.0028898105129326,0.3734259,2e-07,54953.882602,0.022133,0.86,79.1255,6.9889,13.47,-1.0,False
8074045,46337.118026156095,8640.0,0.1905936814754312,0.5363932,4e-07,54964.970275,0.021078,0.62,72.9871,20.0577,13.639,6754.0,True
8074805,30291.72338239396,28512.0,8.113188807944781e-05,170.874379,0.0015784,54961.757716,0.125107,0.01,73.0705,19.6634,14.412,5848.0,False
8075618,759527.1776538912,12960.0,0.0121002134217674,17.5612071,6.5e-05,54970.923039,0.020011,0.04,73.2602,19.3126,15.674,5288.0,False
8081389,128725.02332858836,12960.0,0.2948357308881023,1.4894405,1.9e-06,54965.004201,0.031624,0.56,74.0544,17.2712,13.99,6639.0,True
8081482,243536.7143221906,8640.0,0.0412057206703613,2.8194565,4.7e-06,54966.868734,0.029289,0.4,74.0786,17.2478,14.569,5522.0,True
8088354,125306.31416316486,8640.0,0.0149653697318145,2.8978298,4.9e-06,54965.604098,0.019907,0.29,75.1084,14.803,13.648,6073.0,False
8094140,61032.4700879253,4320.0,0.2493294432416265,0.7064291,6e-07,54965.145978,0.010874,0.5,75.8091,13.3508,15.159,4200.0,False
8095099,181780.55570389336,17280.0,0.2283773883699275,4.2064786,8.4e-06,54965.867114,0.043221,0.45,75.8661,13.0958,14.169,5834.0,False
8095275,69059.94375559599,28512.0,0.000201643002286,23.0073495,9.61e-05,54919.890796,2.498918,-1.0,75.9235,13.0742,13.606,4683.0,False
8097553,33839.27974479112,28512.0,0.2176666744827041,0.3912358,3e-07,54999.906547,0.020981,0.74,76.1584,12.5389,15.277,5408.0,False
8097825,126861.17943640923,17280.0,0.1084171606313397,2.9368523,4.9e-06,54954.882686,0.040658,0.51,76.2153,12.4836,13.283,5329.0,False
8098300,186051.23292432152,17280.0,0.0573521376074036,4.3059177,8.6e-06,54956.737583,0.033795,0.36,76.228,12.3481,12.817,6275.0,True
8098728,65219.947028893956,28512.0,0.0003616697498672,24.485,0.0001029,55068.427936,0.286441,0.35,76.3466,12.2703,10.8,6404.0,True
8104030,616505.8835134663,8640.0,0.0014626172540512,46.83994,0.0002586,54997.137848,0.025139,0.02,76.8993,11.0589,15.314,5700.0,False
8108437,31361.49503005979,28512.0,0.0001801558710236,351.29,0.0038107,55040.295744,0.069073,0.0,77.4344,10.1765,15.703,5682.0,False
8108785,39541.303695430506,4320.0,0.1075080660162631,0.2288269,1e-07,54964.6407,0.012704,0.76,77.4115,10.0745,14.757,4354.0,False
8111381,193008.63887236515,8640.0,0.0014802714922713,2.2337949,3.4e-06,54965.487904,0.019791,0.36,77.6587,9.5819,15.195,5520.0,False
8111387,54942.227899535384,28512.0,0.0078398424699534,1.2735971,1.5e-06,54954.300944,0.065301,1.0,77.7036,9.6048,13.185,6062.0,False
8111622,667474.5919146176,12960.0,0.014341499142321,15.4460592,5.45e-05,54978.533359,0.028371,0.07,77.738,9.5648,15.488,5603.0,False
8112013,77388.9001097936,28512.0,0.0042605475137119,1.7905182,2.4e-06,54955.194701,0.022895,0.47,77.7807,9.4916,12.45,6350.0,True
8112039,39849.599980225874,28512.0,0.0003701025882146,41.8082351,0.0002188,55019.864444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
8112324,49754.228117363586,4320.0,0.1131718307610371,0.5759253,5e-07,54964.921809,0.01497,0.59,77.8372,9.4469,14.563,5257.0,False
8113154,223577.7926034584,17280.0,0.020830895905158,2.5868779,4.1e-06,54953.878234,0.048469,0.54,77.8708,9.2761,12.897,6589.0,True
8122124,32325.002874250873,28512.0,0.0103130424899462,0.2492776,1e-07,54964.612833,0.01422,1.0,78.6563,7.9439,13.638,6250.0,False
8123430,30288.286038160724,28512.0,4.949858905995973e-05,11.16999,3.4e-05,55000.824704,-1.0,-1.0,78.8106,7.7667,13.45,5775.0,False
8128965,308235.7894951046,21600.0,0.0150882573516268,7.1403779,1.8e-05,54971.006776,0.04588,0.29,79.3139,6.8631,13.232,5683.0,False
8129189,30874.56028332596,28512.0,4.96994952308604e-05,53.6470815,0.0003133,54985.971403,0.122454,0.09,79.3368,6.8264,12.479,5080.0,False
8143170,1281049.0089154798,4320.0,0.0012828455524749,28.785943,0.0001293,54970.113064,0.101593,0.15,73.2136,19.6846,12.85,4957.0,True
8143757,30797.719931531352,28512.0,0.1833932039452353,0.3565228,2e-07,54964.839296,0.020181,0.78,73.2648,19.4,14.761,5847.0,False
8144355,31109.51385483428,28512.0,0.0001217589219765,80.5141039,0.0006381,55039.429868,-1.0,-1.0,73.3847,19.1413,13.677,4880.0,False
8145477,48887.97711066678,8640.0,0.1147353855659982,0.5657843,2.2e-06,54965.076195,0.033773,0.89,73.587,18.6834,14.793,6801.0,False
8145789,72184.47832874273,8640.0,0.0078976844270878,1.6706295,2.2e-06,54964.956491,0.016225,0.42,73.6295,18.5559,15.314,4829.0,False
8151107,30342.115828217353,28512.0,3.0580031719239264e-05,18.0013083,6.73e-05,55010.277304,-1.0,-1.0,74.3956,16.6527,12.553,6524.0,True
8155368,31034.70742670918,4320.0,0.0292143422683474,0.7186437,6e-07,54964.89203,0.015663,0.57,75.0329,15.1825,15.121,5525.0,False
8164262,33047.71765505331,21600.0,0.0009792499047795,87.45717,0.0006381,54969.411534,-1.0,-1.0,76.0381,12.9074,13.36,7487.0,False
8176653,30453.757718968413,28512.0,9.707487397626332e-05,2.8666777,4.8e-06,54969.948836,0.005281,0.13,77.5024,10.2292,15.028,5056.0,False
8177958,53571.232913141095,28512.0,0.0015757355613199,1.2352564,1.4e-06,54954.774861,0.070325,0.81,77.6304,9.9809,11.953,6681.0,False
8179747,786843.7875589578,4320.0,0.0096618119328399,17.9462768,6.73e-05,54969.948861,0.050428,0.11,77.8036,9.6178,14.933,5040.0,False
8183389,30405.92961324847,28512.0,0.0001553610220007,32.4403405,0.0001591,54975.254681,0.027511,0.02,78.1845,9.0431,15.854,4939.0,False
8183850,34427.644514150124,28512.0,0.0372120879005203,0.3983589,3e-07,54953.664427,0.022581,0.98,78.1792,8.9516,13.328,5796.0,False
8189196,99465.85055839486,28512.0,0.0094984350094167,2.304138,3.5e-06,55006.353323,0.123749,0.99,78.6599,8.1464,12.321,6379.0,False
8190491,33621.80601461631,28512.0,0.0133639348518717,0.7778768,7e-07,54965.196015,0.044932,0.95,78.7775,7.9556,14.25,5972.0,False
8190613,43107.0439769792,4320.0,0.1017818472049,0.3325852,2e-07,54964.800952,0.020846,0.91,78.7635,7.9209,15.126,5384.0,False
8192840,37460.153508383446,28512.0,0.025505812923044,0.4335491,3e-07,54965.014895,0.023583,0.95,78.9809,7.5588,13.466,6136.0,False
8193315,113342.28301279011,12960.0,0.0370422651514745,2.6238741,4.2e-06,54967.004069,0.028483,0.43,79.0275,7.4843,13.7,6457.0,False
8195877,65231.6342476124,8640.0,0.0378641812980144,1.5102001,1.9e-06,54955.144432,0.016767,0.48,79.2946,7.024,13.441,5821.0,False
8196180,317300.9437169854,12960.0,0.0108244731709832,3.6716611,6.8e-06,54954.075157,0.027104,0.31,79.3405,6.995,12.814,7114.0,True
8197368,30469.431850040542,28512.0,2.974684565416452e-05,9.0878567,2.53e-05,54995.741398,-1.0,-1.0,79.4885,6.833,12.703,6412.0,False
8197406,70296.15490129765,28512.0,0.0020007794467938,2.5130061,3.9e-06,55019.208811,0.139941,0.96,79.4306,6.7918,12.572,6736.0,False
8197761,28671.59885221321,28512.0,9.800689805710735e-05,19.73845,7.65e-05,55011.448889,0.147568,0.07,79.5081,6.7573,10.656,7068.0,True
8210370,87399.0723672179,28512.0,0.0002243088572758,153.7,0.0013735,54963.676988,-1.0,-1.0,73.2661,19.9426,11.167,4793.0,False
8210721,30573.979437230744,28512.0,8.631270625279709e-05,22.6728162,9.4e-05,54971.142082,0.048256,0.08,73.2901,19.7695,14.274,5412.0,False
8218274,51283.73180416456,28512.0,0.0069638058893216,1.1873525,1.3e-06,54965.27773,0.029534,0.58,74.3665,17.0476,13.623,-1.0,False
8219268,38431.95096702604,28512.0,0.0001176928771293,6.2467298,1.47e-05,54969.380606,0.100183,0.52,74.486,16.6223,12.495,4712.0,False
8222945,38991.92184535558,8640.0,0.0762158533690633,0.4511233,3e-07,54964.704201,0.026492,0.98,75.0505,15.2985,14.778,5129.0,False
8223328,314140.29834025266,28512.0,0.0001410012931312,35.5162792,0.0001756,54927.893449,0.016437,0.01,75.0992,15.1693,12.481,5497.0,False
8223655,31034.707429198534,28512.0,0.0001703873339976,280.1577805,0.0027943,55119.942114,0.019425,0.0,75.1643,15.064,15.884,5213.0,False
8229048,236673.3414716748,12960.0,0.0016174887383499,5.4789525,1.23e-05,54964.930001,0.022776,0.2,75.8632,13.5864,13.636,6253.0,False
8230809,351998.7583128896,17280.0,0.0300626677349867,4.0783467,8.1e-06,54973.317215,0.048737,0.43,76.0826,13.2099,14.936,5618.0,True
8230815,59647.02765836137,8640.0,0.0581895643431808,0.3452189,2e-07,54953.680087,0.020768,0.93,76.0481,13.193,13.34,5640.0,False
8231231,30746.624384218187,28512.0,0.0074794935372715,0.7116099,6e-07,54954.089687,0.040066,0.88,76.08,13.0906,12.303,6621.0,False
8231877,113015.44413170089,8640.0,0.0017762126068312,2.6155284,4.2e-06,54964.775873,0.014427,0.26,76.2269,12.9787,14.932,4956.0,False
8234477,173939.51929320456,21600.0,0.0721875707607098,4.0286719,7.9e-06,54966.956865,0.056355,0.5,76.4998,12.3409,13.775,6071.0,False
8240109,99293.58484534365,28512.0,0.034950422503751,2.3011884,3.5e-06,54955.985319,0.034107,0.56,77.1315,11.0504,13.489,7740.0,False
8241079,30417.83546999268,28512.0,4.465253748605782e-05,10.9191173,3.29e-05,55000.009202,0.299059,0.19,77.2879,10.8739,13.534,5946.0,False
8241252,30598.154995002005,28512.0,0.1266000220209521,0.3540438,2e-07,54964.64794,0.019898,0.78,77.3075,10.8417,14.876,5932.0,False
8242350,603408.2417159698,28512.0,0.0023307065089563,6.9935555,1.73e-05,54958.005866,-1.0,-1.0,77.366,10.595,12.594,6334.0,True
8242493,36721.23921204586,28512.0,0.0790962194071368,0.2832856,2e-07,54964.621844,0.015407,0.75,77.4263,10.5964,14.697,4985.0,False
8242681,347551.6587916418,12960.0,0.0148029296642278,4.020629,7.9e-06,54966.637566,0.029408,0.3,77.4567,10.557,15.472,5961.0,False
8243263,151955.28841889798,28512.0,0.0015594862781007,3.5185527,6.5e-06,54966.833553,0.020618,0.31,77.4495,10.4024,12.984,6415.0,False
8246781,31841.199018185547,28512.0,7.613548476664772e-05,185.023,0.001923,54921.150099,0.03025,0.0,77.8708,9.7419,14.685,5955.0,False
8248812,59220.94965462002,8640.0,0.1619561620121504,0.685366,6e-07,54964.767313,0.026056,0.66,78.0812,9.3675,13.417,7018.0,False
8257407,30719.540883319427,28512.0,4.705577586076302e-05,89.6981577,0.0006381,55009.305099,0.034165,0.0,78.8444,8.0517,13.624,5964.0,False
8257903,44483.83628078594,28512.0,0.1587206101822579,0.515065,4e-07,54965.057663,0.027328,0.77,78.844,7.9445,13.521,5930.0,False
8262223,69664.9811773835,8640.0,0.0873396791913119,1.6130147,2.1e-06,54955.070513,0.025804,0.53,79.3047,7.2283,12.146,7596.0,True
8263752,474900.22502379003,4320.0,0.0006628650289571,10.9938022,3.32e-05,54993.7945,0.174605,0.12,79.516,6.9767,13.427,6320.0,False
8263940,44545.206763354785,12960.0,0.0235079689977861,0.5154949,4e-07,54965.133991,0.027001,0.92,79.5203,6.9386,13.458,7639.0,False
8264510,70238.32780787491,28512.0,0.0004163703480608,5.6867594,1.29e-05,55003.229908,-1.0,-1.0,79.5853,6.8636,10.609,7478.0,True
8264534,61240.78220485521,28512.0,0.0066293832273808,1.415798,1.7e-06,54954.8728,0.080378,0.93,79.5199,6.8177,12.67,8514.0,True
8265951,33696.917928218994,21600.0,0.1594552088924604,0.7799575,7e-07,54954.244147,0.044037,0.81,79.7259,6.6295,12.734,7044.0,False
8279765,238444.46904628034,8640.0,0.0110991135640956,2.7577936,4.6e-06,54965.474177,0.018503,0.27,73.827,18.7381,15.235,5464.0,False
8280135,37172.646004974595,28512.0,0.0192385579057563,0.286885,2e-07,54964.797973,0.016203,0.97,73.8044,18.5696,15.653,5317.0,False
8285254,325405.5876343618,21600.0,0.0356116309885182,7.5358961,1.95e-05,54970.780437,0.051018,0.28,74.629,16.7603,15.398,4888.0,False
8285349,57642.96918277805,17280.0,0.0387529984321236,0.6671103,6e-07,54953.778822,0.034518,0.9,74.566,16.6969,12.239,6088.0,False
8285970,48605.50322613553,28512.0,0.000154839552255,0.5624879,5e-07,54964.764619,0.00899,0.84,74.6996,16.4839,14.792,5398.0,False
8288404,30469.416878754782,28512.0,3.462293610973065e-05,519.798906,0.0073539,55295.598161,0.092905,0.0,75.0835,15.6656,12.651,6045.0,False
8288719,65232.99093306464,4320.0,0.0192963377451103,1.5100967,1.9e-06,54954.623216,0.013826,0.41,75.1375,15.5725,13.276,5090.0,False
8288741,37952.33804579405,21600.0,0.0001580314276873,0.2197664,1e-07,55000.119225,0.006874,0.64,75.1191,15.5587,14.499,5557.0,False
8296467,888121.1704296309,4320.0,0.0140669593829547,10.3033555,3.06e-05,54970.167546,0.034912,0.16,76.0244,13.4203,15.177,5316.0,False
8298344,52351.204599710065,17280.0,0.0226913300955732,0.3028751,2e-07,54964.796026,0.01484,0.93,76.2502,12.9744,15.354,5023.0,False
8301013,191264.2106215509,17280.0,0.051954908620808,4.4280594,8.9e-06,54957.310989,0.032964,0.38,76.6317,12.35,13.3,6479.0,False
8302455,211008.5569610702,12960.0,0.0229219499031364,4.8839763,1.03e-05,54957.805712,0.024656,0.29,76.7601,11.96,11.535,5797.0,True
8309175,38843.16029777874,28512.0,0.0221234079870277,0.2995914,2e-07,54964.74857,0.016805,0.93,77.5362,10.5035,15.28,5473.0,False
8311255,50024.26056710826,8640.0,0.2032599053446914,0.5791159,5e-07,54964.763804,0.030288,0.69,77.7366,10.0713,13.666,-1.0,False
8312222,534741.7806311476,4320.0,0.0032994187710012,12.8232756,4.19e-05,54969.176413,0.032807,0.14,77.8639,9.8949,15.626,5726.0,False
8314801,30832.064403912667,28512.0,5.883721193424691e-05,37.1832779,0.0001884,54981.96278,0.086454,0.09,78.1351,9.4239,13.84,5449.0,False
8316503,437954.3396249507,12960.0,0.0057884048974673,5.0653297,1.1e-05,54967.98115,0.030459,0.25,78.3204,9.1777,13.955,6103.0,False
8322564,31397.09911009979,28512.0,2.4504900964742625e-05,22.2588457,9e-05,55005.671918,-1.0,-1.0,78.831,8.2601,12.421,5355.0,False
8328376,376027.1472547895,28512.0,0.0005638518683378,4.3459671,8.7e-06,55000.221037,-1.0,-1.0,79.4406,7.2681,11.936,6369.0,False
8330092,41695.82103628627,4320.0,0.0183491500058688,0.3217236,2e-07,54964.942348,0.019562,0.8,79.6051,6.9371,13.484,6902.0,True
8330575,82695.61332115006,8640.0,0.0400114882098199,1.9141584,2.7e-06,54964.77353,0.024261,0.51,79.6395,6.8527,13.484,6071.0,False
8332986,30695.18936823985,28512.0,8.32005110638265e-05,302.39,0.0038107,54839.791671,0.019903,0.0,79.9436,6.4599,14.041,5181.0,False
8345358,405099.1501679437,12960.0,0.0075413485187847,9.3806332,2.67e-05,54965.557875,0.02725,0.12,73.7882,19.0951,15.435,5656.0,False
8358008,30353.477691394095,28512.0,0.0001006002692809,10.0646892,2.94e-05,54968.250259,0.023362,0.1,75.6693,14.5424,14.674,5020.0,False
8360184,41867.39058444035,28512.0,0.0013565621419808,0.484545,4e-07,54964.847229,0.029047,0.81,75.975,13.9698,15.473,5486.0,False
8364119,668472.8412114867,17280.0,0.0218016385901215,7.7359104,2e-05,54955.515059,0.030301,0.14,76.3904,13.0488,12.408,5443.0,True
8364969,913225.7463693103,4320.0,0.0067172768755545,22.5719568,9.4e-05,54978.033983,0.025223,0.03,76.5176,12.8517,15.45,5431.0,False
8365739,103582.13927858847,28512.0,0.0235614007389735,2.3892922,3.7e-06,54976.979013,0.02886,0.49,76.5608,12.6418,15.366,5402.0,False
8367007,32602.64655527753,28512.0,0.0015250499271927,0.251616,1e-07,54964.933977,0.014635,0.81,76.7335,12.3302,13.532,6239.0,False
8374499,226959.56488276477,17280.0,0.0068333599850416,5.2519183,1.16e-05,54969.740178,0.034529,0.28,77.5606,10.642,14.912,5871.0,False
8374580,30583.653882575483,28512.0,5.929339563586599e-05,176.2427863,0.0015784,55025.50362,0.032003,0.0,77.5773,10.6304,14.468,5519.0,False
8378656,156753.0291187739,17280.0,0.0264150052110855,3.6294401,6.8e-06,54967.700484,0.041135,0.43,78.0157,9.8295,12.789,6028.0,False
8378922,32046.76135442853,28512.0,8.2411519367248e-05,43.2633058,0.0002376,54983.377293,0.060733,0.06,78.0865,9.8069,14.977,5438.0,False
